from,to,weight,prob
6,20,82,0.9263577586902914
6,21,66,0.6873060974524124
6,22,98,0.74122735716343
6,23,61,0.9328028722232122
6,24,74,0.8119944687794042
6,25,66,0.6741325555697903
6,26,15,0.9168268667877361
6,27,51,0.8311140922837732
6,28,13,0.6773980659892955
6,29,96,0.9007875841718543
6,30,83,0.826136879512935
6,31,12,0.9498717250632354
6,32,96,0.8964263735775151
6,33,83,0.6620695019433849
6,34,32,0.7911502469754901
6,35,93,0.7826688213260609
6,36,45,0.7044467441669378
6,37,84,0.780765496123101
6,38,72,0.940716570819711
6,39,70,0.7543883168883951
6,40,52,0.7463174767869715
6,41,23,0.9073199283201058
6,42,52,0.7734935269363381
6,43,73,0.7364653386084368
6,44,61,0.8940698104213918
6,45,80,0.6610091390941126
6,46,21,0.7443551471510503
6,47,51,0.6847764804292874
6,48,61,0.9094731752155637
6,49,10,0.8472981159449386
6,50,79,0.7885929034946432
6,51,16,0.7062747624183582
6,52,56,0.8367901617805134
6,53,73,0.8376226226435026
6,54,16,0.7110674715050822
6,55,80,0.689303968685134
6,56,46,0.7814348285217134
6,57,99,0.7954135390849995
6,58,13,0.9419440447465083
6,59,87,0.8897941199823411
6,60,100,0.6975134491415698
6,61,80,0.6541023393398182
6,62,62,0.6779627603844568
6,63,24,0.788434368253635
6,64,25,0.8443129066351276
6,65,29,0.7995126514121585
6,66,47,0.8026616045208534
6,67,44,0.7746471028806059
6,68,71,0.9440733897810125
6,69,41,0.787035941819694
7,8,28,0.765075803974145
7,9,86,0.8024722674778682
7,10,27,0.9092080803285765
7,11,45,0.8818025398031015
7,12,63,0.7519625729342887
7,13,74,0.7301517989200714
7,14,10,0.734851694984848
7,15,48,0.9012427767819264
7,16,84,0.9496706999688016
7,17,72,0.9095781784100727
7,18,67,0.8115741733111621
7,19,54,0.7497319867132248
7,20,79,0.7631630162641658
7,21,51,0.9108805049702204
7,22,99,0.7216416632498748
7,23,59,0.7200687338173679
7,24,62,0.6630941897291905
7,25,70,0.8615683643075007
7,26,58,0.7658236257472947
7,27,94,0.887718098209979
7,28,93,0.9442454415979356
7,29,73,0.939447331511273
7,30,26,0.8006873450398897
7,31,85,0.7495984111794092
7,32,22,0.9122571122162925
7,33,66,0.6799135093225935
7,34,68,0.6546042793745782
7,35,28,0.7729935859239093
7,36,93,0.9409870382123318
7,37,19,0.7908471802954196
7,38,43,0.7515683702154295
7,39,98,0.769244997165732
7,40,20,0.9055295877052074
7,41,96,0.9078026552504799
7,42,58,0.9362418777868028
7,43,90,0.8656152275668949
7,44,72,0.9117149052195608
7,45,14,0.8352378384808169
7,46,40,0.8393483050563921
7,47,46,0.9492277768868645
7,48,21,0.7801914415769378
7,49,22,0.8781109078982796
7,50,100,0.9117737697821271
7,51,66,0.6999094360187675
7,52,48,0.9210272186151458
7,53,15,0.7473124000343907
7,54,17,0.7380103327895626
7,55,57,0.77920603635662
7,56,41,0.809349895444628
7,57,82,0.8545401114058184
7,58,33,0.7009950947204292
7,59,20,0.832847536066561
7,60,58,0.8359131105612245
7,61,40,0.7993001757103853
7,62,84,0.692935316038553
7,63,69,0.8413713893010706
7,64,68,0.7265980124477462
7,65,11,0.9196725595100963
7,66,69,0.9203628270796649
7,67,96,0.8139794412806085
7,68,19,0.7825189350811443
7,69,54,0.9462955085655413
8,9,48,0.8416816107080036
8,10,64,0.8570940537380387
8,11,68,0.9035911775427796
8,12,35,0.9498120696500537
8,13,71,0.6819959802267083
8,14,58,0.8215768077052217
8,15,83,0.7387617170647354
8,16,99,0.7385692261649808
8,17,94,0.7687417222734102
8,18,11,0.8197787050867097
8,19,97,0.8834934847310234
8,20,16,0.9231850861156131
8,21,73,0.8998516699019565
8,22,46,0.8827222938810142
8,23,39,0.8321194994492798
8,24,55,0.7157013616784317
8,25,34,0.8362673489390913
8,26,96,0.8766731971225031
8,27,94,0.8542565282546069
8,28,27,0.8384744311060695
8,29,90,0.8439021826671569
8,30,49,0.8865831452030462
8,31,14,0.8238721416105208
8,32,26,0.6770400127238657
8,33,47,0.7480157377142032
8,34,63,0.702692021133292
8,35,26,0.8859538433091515
8,36,56,0.8092557121108355
8,37,44,0.8991417858702192
8,38,42,0.9242146860614936
8,39,71,0.9402152228500436
8,40,47,0.8739678052151135
8,41,53,0.8912697615813532
8,42,69,0.9388679878606632
8,43,28,0.8762454479184006
8,44,38,0.9080421790696465
8,45,96,0.943982672834571
8,46,81,0.7597325148216699
8,47,60,0.6541755965302704
8,48,78,0.6870766210290478
8,49,57,0.8518485145621261
8,50,96,0.7286484224749209
8,51,58,0.8967251903680322
8,52,57,0.6825038306597693
8,53,39,0.7914430603944316
8,54,89,0.9152704535644556
8,55,81,0.7484018845452127
8,56,88,0.716410160022197
8,57,18,0.8406211767133818
8,58,69,0.9228162915283675
8,59,48,0.8447718338853774
8,60,24,0.6919331037521663
8,61,14,0.7413093753068015
8,62,73,0.6848361442175328
8,63,40,0.9161777925585506
8,64,27,0.7665937493450428
8,65,57,0.8511458656550513
8,66,99,0.9337922257338296
8,67,63,0.8262021036645822
8,68,29,0.9156241351698737
8,69,93,0.6797064904131586
9,10,72,0.8346956642153469
9,11,45,0.6598148860565141
9,12,57,0.7151809054092685
9,13,66,0.9351665509554281
9,14,56,0.6798063873818391
9,15,97,0.7602004875491541
9,16,92,0.7576021523636953
9,17,60,0.7327644322584761
9,18,25,0.9347032364786412
9,19,68,0.6775020271452563
9,20,37,0.8425113401699653
9,21,86,0.9413279936194958
9,22,16,0.886038377136385
9,23,41,0.9466462711824265
9,24,82,0.711561672542863
9,25,80,0.7121472111039976
9,26,37,0.8939158943363177
9,27,39,0.7485678660296691
9,28,28,0.8865931262832828
9,29,86,0.6508506654440049
9,30,28,0.9462581913098517
9,31,79,0.7251962590184371
9,32,32,0.6829779043668307
9,33,13,0.6895409688685693
9,34,55,0.8869953992704261
9,35,40,0.8266558766151326
9,36,12,0.7022738604218531
9,37,16,0.6880275631138341
9,38,63,0.8078256579793601
9,39,18,0.7928737896269751
9,40,56,0.8039713872827575
9,41,23,0.7856016259726256
9,42,38,0.9336246928910319
9,43,15,0.8681728991491205
9,44,94,0.8064353644139253
9,45,68,0.8430022052616466
9,46,13,0.6682476222483518
9,47,71,0.9041895629501728
9,48,64,0.8558292488186698
9,49,72,0.8637203944691288
9,50,66,0.6720472147299351
9,51,20,0.7466335459238979
9,52,28,0.6697046699960342
9,53,45,0.8372952482843623
9,54,84,0.8145069302145082
9,55,51,0.7642713196455563
9,56,86,0.8091670512293974
9,57,68,0.8016653223457041
9,58,65,0.6797535385037126
9,59,99,0.6843242217290239
9,60,93,0.8452749994643916
9,61,80,0.8662519749972797
9,62,37,0.7790209824999159
9,63,39,0.7741440713530741
9,64,68,0.769619055277086
9,65,22,0.7437645049991399
9,66,50,0.8495323589180926
9,67,57,0.9360777552857374
9,68,97,0.9268955107203153
9,69,18,0.6773674365098146
10,11,20,0.6779690305111032
10,12,22,0.8733766907575636
10,13,57,0.8935307855832176
10,14,81,0.6679942933912539
10,15,81,0.8185050144709184
10,16,95,0.6866693856063678
10,17,55,0.9120822116702956
10,18,64,0.9104276446607195
10,19,16,0.9405195875934422
10,20,86,0.7437346697262962
10,21,23,0.8233755555169564
10,22,37,0.6964190527574784
10,23,71,0.7172734607322697
10,24,23,0.7550341982663573
10,25,81,0.760268315184605
10,26,45,0.8222300012994388
10,27,64,0.9035465483985075
10,28,89,0.8340719841606394
10,29,92,0.8170219265511345
10,30,87,0.9287252872984808
10,31,98,0.7302343175462331
10,32,33,0.7319811166138175
10,33,49,0.9264612563099517
10,34,54,0.6518317368210976
10,35,28,0.8198963284284129
10,36,61,0.6708756263745009
10,37,91,0.9415430956274057
10,38,21,0.873833528601712
10,39,37,0.7628583217110466
10,40,68,0.7522687945307999
10,41,57,0.7434912109112649
10,42,51,0.8830506859900222
10,43,82,0.8288671316615277
10,44,16,0.6966739710213465
10,45,89,0.6649287477298872
10,46,20,0.7316308530638657
10,47,94,0.7772044319338985
10,48,87,0.7826132560093337
10,49,44,0.7146706896013241
10,50,75,0.6841452524330606
10,51,65,0.6832669316602792
10,52,96,0.8535458764280399
10,53,72,0.8080802321444435
10,54,49,0.6636252087813282
10,55,60,0.9453336974963358
10,56,17,0.6523061257699648
10,57,48,0.9335972261679931
10,58,27,0.8792482687283742
10,59,47,0.7484367067813523
10,60,10,0.799215598583998
10,61,65,0.7027084405627527
10,62,58,0.8097747043602271
10,63,39,0.800078703966864
10,64,95,0.8918600559700292
10,65,19,0.7691213522741892
10,66,15,0.7808658786536936
10,67,68,0.9263487303507236
10,68,50,0.8227277482210493
10,69,83,0.7713268653515704
11,12,91,0.7753081879530441
11,13,24,0.7715096921194864
11,14,51,0.7015619541734207
11,15,89,0.7880290705681425
11,16,98,0.9259309255224153
11,17,21,0.7810135338704683
11,18,23,0.72299494244682
11,19,85,0.7701349448948261
11,20,20,0.7687300090577999
11,21,49,0.8737414479393808
11,22,38,0.7499205867479396
11,23,31,0.6729138132419064
11,24,91,0.6842079919515658
11,25,75,0.7081711118800701
11,26,54,0.7553299204872082
11,27,92,0.8945111017250043
11,28,40,0.6808413583333288
11,29,42,0.709181540847195
11,30,87,0.695860936701779
11,31,93,0.672605982073723
11,32,90,0.7982351075052165
11,33,82,0.8779631448823245
11,34,67,0.8543400434944501
11,35,82,0.8428975492014699
11,36,89,0.7469624724930082
11,37,90,0.744841668347174
11,38,66,0.6704858775487268
11,39,66,0.8394155360076287
11,40,45,0.8274259270493063
11,41,55,0.8022010655869334
11,42,49,0.7885227459339362
11,43,14,0.6670670152501857
11,44,46,0.6730193003520365
11,45,21,0.834502516524672
11,46,74,0.7653447429747395
11,47,84,0.8162949114014911
11,48,15,0.7849201110952719
11,49,83,0.845551236394583
11,50,51,0.8315017502210192
11,51,74,0.6952583230086916
11,52,17,0.7851569327045274
11,53,53,0.9447156743280192
11,54,20,0.8013647004502872
11,55,32,0.6617426378602022
11,56,100,0.7813274822927698
11,57,66,0.8072205659510523
11,58,88,0.6976238623944624
11,59,57,0.9253810367350881
11,60,59,0.7726308191741961
11,61,53,0.8536693161678743
11,62,16,0.8867680794690994
11,63,92,0.7503948041779813
11,64,52,0.6783517842545284
11,65,96,0.7659692614171214
11,66,42,0.8671200965007385
11,67,94,0.9393230085961729
11,68,87,0.9119838986181616
11,69,52,0.6744505962343652
12,13,94,0.6924285141752954
12,14,54,0.7430695212655436
12,15,93,0.8595439888435643
12,16,60,0.688685497481468
12,17,100,0.9314006598697282
12,18,49,0.8176766210273191
12,19,92,0.8874985873590631
12,20,26,0.8510349199984167
12,21,97,0.9237343956374973
12,22,21,0.8438074462200463
12,23,64,0.8025465459268423
12,24,12,0.7587793006946133
12,25,33,0.9353507940788403
12,26,53,0.934300480260304
12,27,72,0.7076015700993159
12,28,27,0.6964835518833215
12,29,47,0.903328516605765
12,30,22,0.8023069138173938
12,31,79,0.9005359479903667
12,32,77,0.6613242477072684
12,33,53,0.9129178317628226
12,34,89,0.6893147124288524
12,35,58,0.6962758283963365
12,36,33,0.8994035170067376
12,37,89,0.8927131158917903
12,38,31,0.8663548993416281
12,39,15,0.77325758344896
12,40,96,0.865875702137195
12,41,66,0.8331786266377447
12,42,67,0.7202008833006274
12,43,40,0.7428403689688369
12,44,70,0.9211923014412374
12,45,34,0.7603522874675098
12,46,83,0.9453319380594731
12,47,69,0.8808315655926727
12,48,58,0.8008720074462736
12,49,63,0.9398804459617842
12,50,35,0.8903777672454642
12,51,27,0.911900576017804
12,52,16,0.8423537108613341
12,53,57,0.8163622236273294
12,54,23,0.8634202931357002
12,55,76,0.9053498144254336
12,56,46,0.675162537611537
12,57,30,0.731837389877407
12,58,75,0.6942045967974813
12,59,65,0.6775140708977281
12,60,38,0.8950109767566501
12,61,54,0.9291415781378825
12,62,63,0.6659770661513223
12,63,74,0.762188446303706
12,64,59,0.9483576053714873
12,65,57,0.7173616275821348
12,66,50,0.9292477714249858
12,67,93,0.7505871067748531
12,68,28,0.6912798763177616
12,69,46,0.9252188514838253
13,14,70,0.858821596572795
13,15,27,0.8776523464296822
13,16,70,0.7845804421946739
13,17,10,0.9217572467309811
13,18,12,0.7267771785311135
13,19,29,0.8146412736331506
13,20,87,0.8083314517660173
13,21,24,0.882851789790619
13,22,40,0.740345358375866
13,23,16,0.7215318510379468
13,24,91,0.8881697325918314
13,25,68,0.6688421453033192
13,26,73,0.829021712845684
13,27,12,0.8395864826039428
13,28,83,0.722581440326298
13,29,28,0.7373815963325774
13,30,10,0.8344428748327852
13,31,40,0.8211991148067286
13,32,33,0.8493113905226027
13,33,20,0.8070453673034634
13,34,56,0.6703037968726538
13,35,77,0.81322458797841
13,36,74,0.8162455857254587
13,37,59,0.9119994315582552
13,38,15,0.840701237440589
13,39,57,0.7260950783207638
13,40,12,0.7571281629544199
13,41,18,0.7534407479490174
13,42,94,0.8384770887426969
13,43,84,0.8705560954436934
13,44,52,0.6900228769578092
13,45,55,0.8138041235623075
13,46,92,0.7025267381155126
13,47,97,0.7893868699241113
13,48,99,0.7935593514853772
13,49,33,0.893449304554282
13,50,18,0.8648135172788584
13,51,68,0.6610951370599327
13,52,35,0.663141882697737
13,53,35,0.9157371156854315
13,54,50,0.9300112939851192
13,55,75,0.7694672167058051
13,56,79,0.7920199303030531
13,57,14,0.8759872756456595
13,58,34,0.7358332686654646
13,59,16,0.9097394831234172
13,60,52,0.731964981834162
13,61,57,0.781085414937481
13,62,61,0.8729923116558863
13,63,59,0.7517109885224482
13,64,33,0.7988609679611067
13,65,73,0.7602040780879046
13,66,76,0.7300162087406548
13,67,20,0.8681243973027907
13,68,20,0.779182145601034
13,69,33,0.813642319203391
14,15,51,0.6807793723346343
14,16,51,0.848275766437441
14,17,49,0.7837747289298957
14,18,64,0.6999934316197741
14,19,66,0.7554640951315976
14,20,15,0.8680443187133309
14,21,55,0.8344554446596293
14,22,65,0.7323666080224572
14,23,17,0.6725123494964478
14,24,91,0.7718630694522958
14,25,75,0.890328792668651
14,26,96,0.6979960179763796
14,27,13,0.692833840508765
14,28,87,0.8534266615986346
14,29,66,0.6604396897395626
14,30,18,0.7207986141261057
14,31,92,0.7598985419321446
14,32,59,0.9348401335639759
14,33,14,0.8315284486564356
14,34,96,0.7849767706144382
14,35,57,0.7616040135412051
14,36,19,0.8221765335001687
14,37,77,0.7600849845961497
14,38,50,0.8448682210118095
14,39,41,0.9381560156794979
14,40,13,0.8707024578438283
14,41,73,0.8053235822625175
14,42,81,0.6853282986472026
14,43,43,0.8612113433620477
14,44,37,0.9489095336464282
14,45,46,0.8581941923122381
14,46,72,0.7100535022973361
14,47,27,0.9058478871152968
14,48,67,0.7017969091952123
14,49,66,0.9491787212069125
14,50,97,0.9402683709089187
14,51,50,0.8503519371466903
14,52,100,0.6694817234948214
14,53,79,0.7371086848333441
14,54,48,0.9054086152259377
14,55,100,0.9281973370169533
14,56,91,0.70222730292461
14,57,56,0.8026267235522903
14,58,25,0.9455397640190579
14,59,27,0.7210208552860612
14,60,73,0.6578852080424797
14,61,80,0.8216832221349578
14,62,69,0.8910985178865759
14,63,80,0.6889313689141311
14,64,21,0.6697244315802099
14,65,60,0.949878513180316
14,66,71,0.80770869644909
14,67,62,0.8970018198525171
14,68,19,0.6875980346777583
14,69,50,0.8427015768159144
15,16,67,0.7897499598863176
15,17,76,0.7533544342108099
15,18,80,0.8419381788099989
15,19,33,0.880334491207297
15,20,26,0.7797854859445925
15,21,17,0.8994172419402624
15,22,76,0.6959046400430602
15,23,31,0.6985900878667699
15,24,100,0.71764108541464
