from,to,weight,prob
5,46,95,0.6813799653747672
5,47,62,0.8581021021950297
5,48,61,0.8940698104213918
5,49,68,0.6764179378327366
6,7,24,0.9410554180425731
6,8,75,0.8974781609806103
6,9,79,0.7885929034946432
6,10,76,0.7585338077455026
6,11,90,0.7826122867166785
6,12,44,0.8147658917255995
6,13,66,0.9142539852073417
6,14,13,0.9419440447465083
6,15,40,0.8629348475300778
6,16,11,0.8156754227161199
6,17,24,0.788434368253635
6,18,29,0.7995126514121585
6,19,75,0.8616234889777561
6,20,71,0.9440733897810125
6,21,80,0.6933925905456826
6,22,86,0.8024722674778682
6,23,18,0.7328742208466122
6,24,63,0.7519625729342887
6,25,44,0.8961648419556735
6,26,48,0.9012427767819264
6,27,94,0.7968921039967103
6,28,78,0.7953024156655161
6,29,79,0.7631630162641658
6,30,34,0.9442323893997783
6,31,59,0.7200687338173679
6,32,15,0.7454528981701399
6,33,58,0.7658236257472947
6,34,93,0.9442454415979356
6,35,14,0.6878738809428167
6,36,52,0.9109100940086645
6,37,66,0.6799135093225935
6,38,11,0.8667331482711927
6,39,93,0.9409870382123318
6,40,43,0.7515683702154295
6,41,93,0.6740945961738347
6,42,96,0.9078026552504799
6,43,50,0.8380397537023963
6,44,72,0.9117149052195608
6,45,18,0.7204310729306065
6,46,46,0.9492277768868645
6,47,65,0.9435013184661636
6,48,100,0.9117737697821271
6,49,98,0.7398398240732195
7,8,51,0.8888430395486635
7,9,57,0.77920603635662
7,10,62,0.8197784185747811
7,11,31,0.7025208065188714
7,12,58,0.8359131105612245
7,13,84,0.692935316038553
7,14,42,0.7878711497530193
7,15,69,0.9203628270796649
7,16,30,0.6721585700848619
7,17,85,0.7397462747371316
7,18,98,0.7250294673223103
7,19,35,0.9498120696500537
7,20,23,0.7211617105782724
7,21,83,0.7387617170647354
7,22,12,0.9433833453730587
7,23,45,0.6524293897284471
7,24,16,0.9231850861156131
7,25,46,0.8827222938810142
7,26,55,0.7157013616784317
7,27,42,0.8533293375870078
7,28,94,0.8542565282546069
7,29,22,0.9210211112218903
7,30,49,0.8865831452030462
7,31,56,0.8697079303817714
7,32,47,0.7480157377142032
7,33,35,0.6896479393240351
7,34,56,0.8092557121108355
7,35,31,0.7270910253689787
7,36,71,0.9402152228500436
7,37,53,0.8912697615813532
7,38,19,0.6922271045017648
7,39,96,0.8672650136226554
7,40,81,0.7597325148216699
7,41,11,0.7293375735057271
7,42,57,0.8518485145621261
7,43,84,0.7643076497817426
7,44,57,0.6825038306597693
7,45,13,0.8358640601133589
7,46,51,0.9245767726229478
7,47,18,0.8406211767133818
7,48,99,0.7406570523587751
7,49,27,0.6636040433040147
8,9,73,0.6848361442175328
8,10,78,0.690699214611901
8,11,95,0.9348142305235716
8,12,79,0.7757380260244169
8,13,29,0.9156241351698737
8,14,72,0.8346956642153469
8,15,45,0.6598148860565141
8,16,66,0.783408757933725
8,17,56,0.6798063873818391
8,18,79,0.9205088637273964
8,19,17,0.7694418928233119
8,20,25,0.9347032364786412
8,21,21,0.8488306214185934
8,22,86,0.9413279936194958
8,23,52,0.723070669149207
8,24,82,0.711561672542863
8,25,80,0.7121472111039976
8,26,39,0.7485678660296691
8,27,86,0.6508506654440049
8,28,28,0.9462581913098517
8,29,32,0.6829779043668307
8,30,26,0.6544580981692126
8,31,40,0.8266558766151326
8,32,43,0.665719705358353
8,33,77,0.684094792035964
8,34,67,0.8834051117942607
8,35,23,0.7856016259726256
8,36,88,0.6630095110697515
8,37,94,0.8064353644139253
8,38,13,0.6682476222483518
8,39,61,0.7778820857839975
8,40,66,0.6720472147299351
8,41,87,0.6945001476981094
8,42,89,0.8399230172903046
8,43,51,0.7642713196455563
8,44,47,0.7861146252726414
8,45,22,0.8879288279304938
8,46,93,0.8452749994643916
8,47,37,0.7790209824999159
8,48,62,0.7516794856505525
8,49,63,0.8688837522903513
9,10,50,0.8495323589180926
9,11,29,0.856046310640093
9,12,21,0.8995315665424564
9,13,22,0.8733766907575636
9,14,26,0.816911220684605
9,15,81,0.8185050144709184
9,16,62,0.7560794238901303
9,17,64,0.9104276446607195
9,18,46,0.8301230273674031
9,19,83,0.8022237640904012
9,20,71,0.7172734607322697
9,21,81,0.760268315184605
9,22,83,0.7178477282983542
9,23,81,0.9423639806377124
9,24,88,0.8524930133879911
9,25,87,0.9287252872984808
9,26,44,0.6586859543183805
9,27,49,0.9264612563099517
9,28,33,0.9109588119609314
9,29,61,0.6708756263745009
9,30,13,0.6775273049163336
9,31,58,0.7759497481293509
9,32,57,0.7434912109112649
9,33,82,0.8288671316615277
9,34,29,0.697222969132146
9,35,96,0.674474458259574
9,36,64,0.7956985114672989
9,37,44,0.7146706896013241
9,38,54,0.7789740900193671
9,39,96,0.8279402751176791
9,40,49,0.6636252087813282
9,41,86,0.6664345875554243
9,42,37,0.8802048581925812
9,43,47,0.7484367067813523
9,44,65,0.7027084405627527
9,45,100,0.7190332148229979
9,46,95,0.8918600559700292
9,47,15,0.7808658786536936
9,48,19,0.9086330040836199
9,49,83,0.7713268653515704
10,11,47,0.6845520117991395
10,12,51,0.7015619541734207
10,13,68,0.8996077739215121
10,14,21,0.7810135338704683
10,15,65,0.8266613864908736
10,16,60,0.9111573248586234
10,17,38,0.7499205867479396
10,18,75,0.8399674000904559
10,19,34,0.921776819474015
10,20,92,0.8945111017250043
10,21,28,0.7267904666005189
10,22,29,0.8780645886640676
10,23,32,0.9353876421738745
10,24,69,0.8763337475740958
10,25,67,0.8543400434944501
10,26,92,0.840589495718178
10,27,90,0.744841668347174
10,28,70,0.7826624191508854
10,29,45,0.8274259270493063
10,30,19,0.7431223551818933
10,31,17,0.7606212798469438
10,32,92,0.9092750101775717
10,33,88,0.8282239455887701
10,34,84,0.8162949114014911
10,35,15,0.7849201110952719
10,36,93,0.7064718395207675
10,37,74,0.6952583230086916
10,38,23,0.8932900433967862
10,39,20,0.8013647004502872
10,40,41,0.8622865112969836
10,41,77,0.8068244105796637
10,42,57,0.9253810367350881
10,43,53,0.8536693161678743
10,44,90,0.844191607090792
10,45,22,0.8173889637255207
10,46,42,0.8671200965007385
10,47,87,0.9119838986181616
10,48,84,0.8490836318018176
10,49,49,0.9403089523078234
11,12,60,0.688685497481468
11,13,20,0.7428745662247883
11,14,52,0.8939554351444403
11,15,97,0.9237343956374973
11,16,95,0.7770219098966311
11,17,56,0.7426598210191643
11,18,53,0.934300480260304
11,19,38,0.9499929863309085
11,20,47,0.903328516605765
11,21,79,0.9005359479903667
11,22,14,0.8485787712114252
11,23,89,0.6893147124288524
11,24,30,0.704253790150609
11,25,89,0.8927131158917903
11,26,66,0.6631077283863543
11,27,40,0.9408765810225874
11,28,67,0.7202008833006274
11,29,70,0.9211923014412374
11,30,96,0.9341390510732368
11,31,69,0.8808315655926727
11,32,74,0.8082379365384448
11,33,35,0.8903777672454642
11,34,42,0.6656539409783014
11,35,57,0.8163622236273294
11,36,76,0.9053498144254336
11,37,30,0.731837389877407
11,38,28,0.8993140155914557
11,39,38,0.8950109767566501
11,40,13,0.7744690717457017
11,41,57,0.7207334221590298
11,42,57,0.7173616275821348
11,43,22,0.9017528862834816
11,44,28,0.6912798763177616
11,45,70,0.858821596572795
11,46,100,0.7907330381466481
11,47,20,0.6557011654732912
11,48,29,0.8146412736331506
11,49,77,0.7769764276843969
12,13,40,0.740345358375866
12,14,63,0.8416855196518431
12,15,18,0.6832573685870045
12,16,86,0.8108161352942184
12,17,83,0.722581440326298
12,18,64,0.6504693007800197
12,19,83,0.774970278562562
12,20,20,0.8070453673034634
12,21,77,0.81322458797841
12,22,74,0.8162455857254587
12,23,70,0.663060327550033
12,24,57,0.7260950783207638
12,25,18,0.7534407479490174
12,26,90,0.6810991602499069
12,27,52,0.6900228769578092
12,28,53,0.8940526596668263
12,29,97,0.7893868699241113
12,30,90,0.704683399524162
12,31,68,0.6610951370599327
12,32,35,0.9157371156854315
12,33,49,0.8046150767763496
12,34,79,0.7920199303030531
12,35,92,0.7073310292201733
12,36,16,0.9097394831234172
12,37,25,0.8898027234554718
12,38,61,0.8729923116558863
12,39,59,0.7517109885224482
12,40,98,0.7992570177480882
12,41,76,0.7300162087406548
12,42,64,0.6736781018166403
12,43,33,0.813642319203391
12,44,20,0.7483759716024679
12,45,67,0.8307864883191799
12,46,98,0.7831725143303282
12,47,55,0.8344554446596293
12,48,91,0.9440081837582837
12,49,19,0.8513551666681003
13,14,75,0.890328792668651
13,15,13,0.692833840508765
13,16,66,0.6604396897395626
13,17,92,0.7598985419321446
13,18,82,0.6597155971939002
13,19,67,0.9346470587796669
13,20,19,0.8221765335001687
13,21,60,0.7443156323944644
13,22,24,0.657774002259243
13,23,76,0.7660962140117791
13,24,43,0.8824893450594464
13,25,37,0.9489095336464282
13,26,72,0.7100535022973361
13,27,19,0.7856128055736192
13,28,66,0.9491787212069125
13,29,50,0.8503519371466903
13,30,80,0.8126514083676687
13,31,30,0.8635427312021637
13,32,91,0.70222730292461
13,33,38,0.6864087365235371
13,34,27,0.7210208552860612
13,35,56,0.8162064311778785
13,36,80,0.6889313689141311
13,37,18,0.7427872152585386
13,38,71,0.80770869644909
13,39,83,0.6721252138733718
13,40,92,0.6722495059295919
13,41,76,0.7533544342108099
13,42,80,0.8419381788099989
13,43,26,0.7797854859445925
13,44,17,0.8994172419402624
13,45,48,0.6993971239670372
13,46,100,0.71764108541464
13,47,76,0.9184777750463373
13,48,42,0.7088905758449221
13,49,45,0.6875510885380708
14,15,78,0.6780285220650728
14,16,85,0.9324820963605787
14,17,94,0.8373437562300997
14,18,53,0.9027590012340166
14,19,13,0.674366856468011
14,20,83,0.7293967723499164
14,21,83,0.7749760350989738
14,22,73,0.9166990644346863
14,23,92,0.9369950509863214
14,24,97,0.7718277580233676
14,25,98,0.6679739098804007
14,26,71,0.7893326473326006
14,27,28,0.7437747497740799
14,28,54,0.942612238374464
14,29,57,0.8044940402246666
14,30,40,0.7899417701121909
14,31,41,0.692263290502455
14,32,59,0.9092491551087292
14,33,30,0.8940433539318349
14,34,50,0.7069502303670079
14,35,75,0.7900445353212051
14,36,73,0.6569528894649054
14,37,74,0.7871691926569193
14,38,84,0.7558685266569066
14,39,73,0.8292556313030559
14,40,96,0.7911760560104587
14,41,23,0.7792783308042621
14,42,56,0.8791570292485968
14,43,61,0.6653473062149025
14,44,56,0.8159668779863455
14,45,74,0.7851063141921254
14,46,89,0.8541195920356582
14,47,22,0.7681711138185822
14,48,53,0.8173495514816386
14,49,28,0.709717364465735
15,16,74,0.6620764718472287
15,17,52,0.8911897565582636
15,18,29,0.8318781567211412
15,19,51,0.9294106206589969
15,20,60,0.947184721268342
15,21,48,0.8281173966892961
15,22,75,0.8097019489627629
15,23,48,0.79246777999941
15,24,52,0.852141917741905
15,25,84,0.7423033501135293
15,26,98,0.838778144180731
15,27,43,0.9401212088516152
15,28,84,0.8232903187592548
15,29,84,0.7941346351143241
15,30,89,0.8823818389501432
15,31,97,0.7226589680423674
15,32,99,0.6829686564001091
15,33,50,0.775634089450757
15,34,36,0.7731132227968115
15,35,70,0.9118453126736961
15,36,17,0.8617325696455296
15,37,81,0.7475148603278164
15,38,77,0.7630474328557088
15,39,68,0.9236372482772031
15,40,55,0.8527605729669103
15,41,97,0.8429927299998384
15,42,88,0.7952540305083934
15,43,45,0.8174259952422213
15,44,48,0.881352280726293
15,45,98,0.861496477922059
15,46,54,0.8181462770708658
15,47,45,0.7363368126493859
15,48,79,0.7639082556123148
15,49,54,0.9363826590174383
16,17,47,0.6626199460498177
16,18,20,0.7539090542286849
16,19,42,0.8742015499154014
16,20,78,0.7313398165993927
16,21,44,0.6911818864402769
16,22,85,0.7217846197838889
16,23,77,0.7177014938844991
16,24,22,0.7739904098144776
16,25,22,0.8543575959744291
16,26,80,0.9433732135499261
16,27,93,0.9305096295788454
16,28,71,0.8451616075622796
16,29,46,0.74635031063575
16,30,21,0.8456896191257238
16,31,14,0.9239689177009558
16,32,32,0.93017678317346
16,33,60,0.8863881889627514
16,34,47,0.9130229503753771
16,35,82,0.830834889651762
16,36,52,0.7353684957050138
16,37,79,0.8072955604506562
16,38,27,0.905317921573399
16,39,34,0.8926441634729059
16,40,68,0.8444856016127724
16,41,11,0.8709853686476771
16,42,82,0.8523203419684233
16,43,88,0.9068439512820372
16,44,64,0.8045841976879388
16,45,95,0.6786155317383584
16,46,71,0.7470805010255248
16,47,43,0.7650723172028092
16,48,44,0.9362104467964738
16,49,83,0.6534307202582504
17,18,98,0.7208907732265987
17,19,69,0.7420419026010859
17,20,74,0.926931804184135
17,21,49,0.8570871132256442
17,22,47,0.7602631709306511
17,23,27,0.7934545699205672
17,24,87,0.7620874525960809
17,25,70,0.8772051569912978
17,26,37,0.8785578859913321
17,27,86,0.91194051754632
17,28,67,0.8084519372219581
17,29,82,0.683662637461181
17,30,74,0.7106470336899944
17,31,31,0.748435291322662
17,32,24,0.8540885713817212
17,33,72,0.6772824933355064
17,34,17,0.7860296900539345
17,35,68,0.819173355529614
17,36,96,0.8920746057663177
17,37,60,0.7263371657202837
17,38,37,0.8234933795177106
17,39,54,0.8601154634291528
17,40,17,0.9303748396654838
17,41,70,0.6595204613069238
17,42,27,0.8797483048771135
17,43,92,0.9391347700812561
17,44,58,0.7845611397988057
17,45,58,0.7626936601405963
17,46,94,0.9123661165072774
17,47,54,0.6855899501855827
17,48,60,0.8086527618632028
17,49,38,0.9004464835006146
18,19,48,0.788901170358434
18,20,64,0.8095800825490276
18,21,41,0.7881875835645789
18,22,34,0.93122310834052
18,23,24,0.6596651944729943
18,24,88,0.879816040254171
18,25,12,0.7221998882429636
18,26,86,0.6600728827262843
18,27,100,0.9116637253359176
18,28,15,0.7706796052432718
18,29,37,0.8763157126241853
18,30,27,0.8011687546822803
18,31,83,0.7456711089107576
18,32,96,0.8955147467270459
18,33,28,0.9457086682175377
18,34,62,0.7401502861272259
18,35,85,0.9139141672891649
18,36,90,0.8536250369858754
18,37,16,0.9416870706031057
18,38,95,0.7643463897387786
18,39,99,0.7748973900264334
18,40,58,0.7051636936241749
18,41,40,0.9048022796780122
18,42,100,0.6933055247495535
18,43,17,0.8187157848760727
18,44,81,0.8089975442009257
18,45,42,0.7110010199180163
18,46,67,0.9041400157758835
18,47,34,0.6654609887342041
18,48,87,0.8308766134967227
18,49,34,0.8913951853551635
19,20,95,0.8176551428817582
19,21,52,0.7409564076893473
19,22,37,0.9311479289606743
19,23,25,0.8740637682368725
19,24,41,0.8586878857114946
19,25,60,0.9245379378780669
19,26,46,0.7641985233118768
19,27,55,0.7425266852860785
19,28,73,0.7898012200711851
19,29,70,0.8784886907929134
19,30,36,0.7612114764293776
19,31,82,0.9092254524408446
19,32,12,0.7282322329729309
19,33,84,0.8660035813247667
19,34,35,0.748959585793358
19,35,41,0.7997904447107967
19,36,97,0.7512692852109524
19,37,72,0.9399524801751031
19,38,72,0.7882486995344615
19,39,55,0.7007797132580545
19,40,72,0.7052143318583802
19,41,92,0.937171068173793
19,42,19,0.9335564333602694
19,43,10,0.7737176667246778
19,44,39,0.6703903824996268
19,45,37,0.8017198759079195
19,46,89,0.8413185775281966
19,47,71,0.8477853025969588
19,48,78,0.8154930682733771
19,49,77,0.8666578164877162
20,21,46,0.6551427792807282
20,22,96,0.7791719626028113
20,23,32,0.6821049286083479
20,24,29,0.7222906496940524
20,25,42,0.8945643172139848
20,26,60,0.6737057731443307
20,27,68,0.8195006547343907
20,28,38,0.7399923921019769
20,29,20,0.846120715867746
20,30,14,0.6780501516281329
20,31,80,0.7928015300395673
20,32,99,0.7014150725663143
20,33,65,0.8434721725829906
20,34,22,0.9184373636428098
20,35,39,0.7134251167653641
20,36,82,0.7926500862935819
20,37,19,0.8553286230390924
20,38,79,0.819052959214395
20,39,50,0.6546974285575804
20,40,28,0.8756763409540596
20,41,60,0.9286624820759986
20,42,82,0.7221416582912861
20,43,59,0.8531104897630045
20,44,59,0.8766827793562677
20,45,98,0.8672490710282944
20,46,54,0.6661089295842181
20,47,19,0.7521778239425317
20,48,86,0.7690109147926878
20,49,13,0.8402368842214205
21,22,67,0.7971810368332379
21,23,58,0.7795543838718634
21,24,94,0.7640218140610175
21,25,47,0.8894165521408239
21,26,20,0.7303916092683843
21,27,91,0.6962830671809359
21,28,56,0.6819652753133784
21,29,49,0.7834207594988886
21,30,23,0.6897521013482598
21,31,67,0.8170955096663683
21,32,23,0.6578785712039892
21,33,21,0.8290773665861274
21,34,59,0.6537021844651864
21,35,20,0.8674531532104374
21,36,41,0.8215881292248618
21,37,58,0.7008505235735477
21,38,44,0.7979371826632354
21,39,65,0.732788561480721
21,40,19,0.7583374736868584
21,41,90,0.7987407310168588
21,42,68,0.6820917102742706
21,43,60,0.7496651645934881
21,44,52,0.782066876444376
21,45,93,0.9422676129513821
21,46,51,0.8309633805169439
21,47,71,0.7442549843586324
21,48,50,0.7374344454740159
21,49,72,0.9403289256450815
22,23,51,0.7628165906972442
22,24,60,0.7595046612185713
22,25,35,0.8276681102751157
22,26,97,0.8802853723245094
22,27,69,0.932892474625335
22,28,47,0.8993845426131083
22,29,62,0.8518932957186621
22,30,48,0.7226063503012397
22,31,64,0.8867230289660188
22,32,86,0.7937704099317878
22,33,74,0.927048726201934
22,34,63,0.8130935610162433
22,35,56,0.8604902861166779
22,36,86,0.8414541101032523
22,37,41,0.8472804933742297
22,38,92,0.8338033706939891
22,39,92,0.8532415687592556
22,40,52,0.9397150333141484
22,41,11,0.6795819675745183
22,42,76,0.8173980249029061
22,43,38,0.783733565451472
22,44,96,0.8265769869620442
22,45,54,0.9493108176243961
22,46,47,0.7747926285577138
22,47,24,0.8993953234121415
22,48,54,0.7435671031692624
22,49,36,0.8063344489401415
23,24,22,0.7814497814819081
23,25,50,0.6701523020124378
23,26,100,0.6845255800096358
23,27,92,0.6828088045354321
23,28,41,0.804798170569062
23,29,52,0.817954685746959
23,30,39,0.8893267364912795
23,31,33,0.8421436629980235
23,32,13,0.8712165108638411
23,33,67,0.8276609475081105
23,34,100,0.714438831521089
23,35,100,0.8926189365893782
23,36,23,0.8898507070660129
23,37,56,0.7477954734796456
23,38,43,0.8512104284673255
23,39,91,0.7440212330154422
23,40,60,0.8261014143695654
23,41,68,0.8352088038009274
23,42,100,0.8901840149554121
23,43,85,0.6754255905869083
23,44,25,0.7215718179316372
23,45,57,0.8580309625149336
23,46,63,0.8289277452331795
23,47,64,0.7057261097878297
23,48,98,0.9257482990144046
23,49,32,0.8164737727497492
24,25,27,0.7061295739887208
24,26,89,0.6660833787892511
24,27,11,0.7953826758337051
24,28,59,0.9391487268244819
24,29,73,0.7727403045103625
24,30,100,0.9019675406303668
24,31,20,0.8196193397734926
24,32,38,0.737626972867612
24,33,78,0.7366010930423639
24,34,82,0.8727554755789361
24,35,80,0.8032417940643675
24,36,44,0.8825339083591986
24,37,56,0.8126130137352889
24,38,66,0.8139059824165894
24,39,23,0.8707966092901022
24,40,41,0.7393126805308681
24,41,67,0.7288445674223683
24,42,21,0.7817209710149999
24,43,40,0.7129634502769322
24,44,98,0.7551892523341969
24,45,90,0.7784501183762735
24,46,36,0.8940589596486301
24,47,82,0.7552446436858493
24,48,78,0.7005132093809253
24,49,47,0.7367999730394831
25,26,75,0.9456464906785382
25,27,22,0.6906766719284028
25,28,62,0.9256306135489476
25,29,93,0.6880664505841431
25,30,41,0.6938730330274884
25,31,41,0.8784420762439571
25,32,72,0.6926514899226104
25,33,90,0.7742675268095113
25,34,91,0.8883795892002994
25,35,61,0.8046840416263097
25,36,57,0.7864086947223262
25,37,84,0.6507419255425955
25,38,21,0.8692795812461158
25,39,95,0.8591866933365674
